source_id,source_name,follower_name,follower_id,location,description
63018215,BooK_Ku,Montesq00175506,1376142099007950848,,
63018215,BooK_Ku,SatyChiy,1453000641152962567,,
63018215,BooK_Ku,freedomofdark2,1205387215695532033,,"ไม่แปลกที่จะไม่เหมือนเดิม 
เพราะวันนี้ไม่ใช่วันนั้น 🌿"
63018215,BooK_Ku,Aoy00882344,1335603466006188035,,It's me
63018215,BooK_Ku,Tonherb1,1541194374054260736,,"แนะนำสินค้ากัญชา ต้น สายพันธุ์นอก เมล็ดนอก
และช่อดอกogแบ่งกรัม อัดแท่งกิโล ครึ่งโล แบ่งขีด ส่งจิง ไม่ต้มตุ๋น"
63018215,BooK_Ku,GmailSomboon,1534775946007695360,,
63018215,BooK_Ku,mao_dok01,1540312630560432128,,ม.กรุงเทพชนมือได้ ส่งแฟรช 40 บาททั่วประเทศ
63018215,BooK_Ku,Cannabis5555,1536683675953164288,,"สนใจทักได้ตลอดครับ
Facbook​: เมาตา​ ปิด
💚มี​โอนเงินสด​ มีเก็บปลายทาง"
63018215,BooK_Ku,Surache51489079,1536313012076040192,,
63018215,BooK_Ku,ng_xwkas,1535911764160028672,,แอดไลน์มาสอบถามได้
63018215,BooK_Ku,Arm5214,1534579482920878080,,"เสือหยบ🐯หยบมันขบเจ็บ🤬🥺
   Id.0622834113.💕💕💕
IG.go arm.306.💕💕💞💞
fb.อาร์ม'มี่ ตัวป่วน'นน"
63018215,BooK_Ku,darawdi13,1488370752391106560,,
63018215,BooK_Ku,Thailand2590,1506127375108820994,,แอคเก่า10ปี1วันถูกยิง ถูก=ผิดพ่อผมไม่เคยสอน  รับเหมาก่อสร้างตามลิงค์ บ้ากอล์ฟ ชอบถ่ายรูป ถ่ายตามอารมณ์ตัวเองเน้นแสงเงา เกลียดเห็บการเมือง   เกิดละโว้  โต  กทม.
63018215,BooK_Ku,mickcobain,1454726977076690947,,
63018215,BooK_Ku,gay_gay696969,854327094792278016,"สมุทรปราการ, ประเทศไทย",เสียวๆนัดได้ ใครชอบสายหมี🐻สายหมี🐷 นัดเสียวกัน
63018215,BooK_Ku,lepke_x,1182146041446928385,"Bangkok, Thailand",funny and joke
63018215,BooK_Ku,radalaphasrada,2444210655,ร้านกาแฟในตรอกไดแอกอน,ᴋɴᴏᴡ ᴍᴇ ᴀꜱ ᴍᴜᴄʜ ᴀꜱ ɪ ᴡᴀɴᴛ ᴛᴏ ᴋɴᴏᴡ.
63018215,BooK_Ku,permcha77445101,1523635729544658945,,
63018215,BooK_Ku,beerpeople99,1294867640020656129,Thailand,"เบียร์คือสัญลักษณ์แห่งเสรีภาพ🍻
(BEER PEOPLE)"
63018215,BooK_Ku,boytal234,1480011703232331778,"นครราชสีมา, ประเทศไทย",
63018215,BooK_Ku,Hi75781488,1522238429748076544,,#กัญชา #กัญชาอัดแท่ง #ขายกัญชา
63018215,BooK_Ku,8fNf2ktyqnxAxte,1431486568091422725,ศรีสะเกษ,
63018215,BooK_Ku,chongfarr,1499457845816963079,,
63018215,BooK_Ku,Gravity12827,924526157860450304,"กรุงเทพมหานคร, ประเทศไทย",🦢คิดถึงมาก ต้องทำยังไง ต้องทำยังไง คิดถึงมาก คิดถึงคนไม่คิดถึง 🦢 🤷‍♀️
63018215,BooK_Ku,MMM97851065,1472377291225268225,,
63018215,BooK_Ku,hlhdsaw46,1517113850545733633,,#สายไฮ #
63018215,BooK_Ku,tacheychey02,1517772912266076160,,ไม่ยุ่งกับชีวิตคนอื่น...ไม่ขัดความสุขคนอื่น...ไม่คิดแทนคนอื่น...ไม่อิจฉาคนอื่น...ไม่ดูถูกคนอื่น คำสอน 5 ข้อ ที่ทำให้ชีวิตมีความสุข
63018215,BooK_Ku,nicha79936432,1362884661844713472,,
63018215,BooK_Ku,KulHnuy,1505410010112663555,"Rasi Salai, Thailand",แอบแชบ
63018215,BooK_Ku,BARBIEBANKBITCH,1511630529975652353,"Bangkok, Thailand","Retweet Please 34+35 = 69 | 00 : 00 ขอให้หนูสวย
#BARBIEBANKBITCH 🦋💛
#พ่อไม่รู้ว่าเป็นตุ๊ด"
63018215,BooK_Ku,d35E4gcCVKNT1BQ,1367732723415093249,,
63018215,BooK_Ku,pop2528a1,1439092888328044544,"Bang Khen, Bangkok",โสดหาแฟนคบจริง
63018215,BooK_Ku,araxiejuhi,1474610081828257793,,
63018215,BooK_Ku,cYUqiKIvFeucQx8,1369856547770175490,"Chon Buri Province, Thailand",
63018215,BooK_Ku,OnthewayMana,1506273865911386112,,
63018215,BooK_Ku,MookMoo46044031,1501178619934101506,,
63018215,BooK_Ku,AIYAMYFAN,2268481753,,
63018215,BooK_Ku,Tv2W6F9ihmPhKwt,1257686838401052675,,กีฬา
63018215,BooK_Ku,Madraz_1987,955043660659277825,,
63018215,BooK_Ku,GamonAchara,1495931623182934022,,ฉันขอบคุณพระเจ้าสำหรับชีวิตของฉัน
63018215,BooK_Ku,GreenPa22826771,1501823268306624513,,"💯 Green Paradise 💯
กัญชาอัดแท่ง กัญชาด้ายแดง
ร้านเรามีแต่ของเมารับประกัญงานดีเกรด🅰️🅰️"
63018215,BooK_Ku,AaaaAaa87415345,1478829175007895552,,
63018215,BooK_Ku,bhandasan,375996791,,"ก้อไม่มีอะไรมาก ""กัมมุนา วัตตติ โลโก"" สัตว์โลกทั้งหลายย่อมเป็นไปตามกรรม"
63018215,BooK_Ku,Lunglek3,1043360371644321792,,
63018215,BooK_Ku,ManeeratSutham,1457310397707390976,,
63018215,BooK_Ku,N888okd,1487402115379380227,"อ.ศรีราชา, จ.ชลบุรี",นักรักใจโลเร
63018215,BooK_Ku,Maesomboon,1474354379922673668,,#น้ำพริกแม่สมบูรณ์ #น้ำพริกคู่บ้านทานกับอะไรก็อร่อย
63018215,BooK_Ku,Yokpo420,1465346593897385989,,
63018215,BooK_Ku,aNQpL9cf7CdUmbe,1271913266315276288,"กาญจนบุรี, ประเทศไทย เขาชนไก่",เป็นทหารที่เขาชนไก่
63018215,BooK_Ku,2o2LePTIZ8EJ01o,1158341168490352642,,ทำงานสนุกเฮฮา
63018215,BooK_Ku,KNakbin,1482345104845438978,"ทุ่งครุ, กรุงเทพมหานคร","อัดแท่ง 
ติดต่อที่ลิงค์👉https://t.co/fpLiXCxVcO
#กัญชารังสิต #กัญชาอัดแท่ง #กัญชาทั่วไทย"
63018215,BooK_Ku,d00020846c5c4fe,3239423521,สระแก้ว,
63018215,BooK_Ku,Ev0Green,1480885789835755520,,ProfesorCannabis🍁
63018215,BooK_Ku,ChayanisuanP,1480535020037357569,,Cake
63018215,BooK_Ku,Ccvvzz4,1472607228670611461,"Bangkok, Thailand",
63018215,BooK_Ku,HiddenD21316952,1426474540624842753,,"🇹🇭❤️🙏อยู่อย่างไม่กลัว​ มืดมัวจากฟ้า
ยืนอยู่อย่างนี้​ เมื่อมีฝนมา🌈🌝⛅"
63018215,BooK_Ku,hdsaaau57,1472303953719169028,,#ขายกัญชา #กัญชาอัดแท่ง #OGนอก #กัญชาออแกนิค
63018215,BooK_Ku,NoMo49248549,1425309875383402504,,
63018215,BooK_Ku,klkl420dm,1478508534950105088,,Line @0934253224yo B E E F 🥦
63018215,BooK_Ku,MissDmk2535,1613135178,,ชื่อ เค เป็นไบ ญ&ช ได้หมด…แต่ชอบผู้หญิงมากกว่า…ชอบทำอาหาร…เล่นเกม…นอนเล่นไปวันๆ
63018215,BooK_Ku,nrjsmmm,1473736123558027268,,
63018215,BooK_Ku,phangngayed,1444069628011954176,,ชอบโชว์เทาๆในทวิต โชว์รูป แลกรูป ติดตามผลงานทุกวัน
63018215,BooK_Ku,mootun_bundit,1237303449370234881,,"#ชุดเครื่องนอน #หมอนผ้าห่ม #ผ้าปูที่นอน
🇹🇭รักชาติ ศาสนา พระมหากษัตริย์🇹🇭ฉันเกิดในรัชกาลที่ ๙ และจะจงรักภักดีต่อทุกรัชกาลสืบไป..."
63018215,BooK_Ku,chayanisuan,1477147748344668161,,
63018215,BooK_Ku,08063MWnvndDs5e,1475393039820488705,,
63018215,BooK_Ku,tar66149659,1369627630761209860,"อ.เมืองสมุทรสาคร, จ.สมุทรสาคร",ไม่ชอบผู้ชายนะครับ..ทักมาจังเลยย🤣
63018215,BooK_Ku,Galaxynano2,1402217654056742916,,
63018215,BooK_Ku,WCrow555,1474533892518408197,,
63018215,BooK_Ku,therianiscoming,1465609247593426944,,หาสาวน่ารัก คู่แท้ แลก
63018215,BooK_Ku,Phatipha_N,3009885222,"Chiang Mai, Thailand",
63018215,BooK_Ku,Canabis42012,1472411898289156097,,กัญชาเป็นยาวิเศษ​ นักปลูก420
63018215,BooK_Ku,DcFzVQFMDVXxaK0,1314039522603134977,"Yannawa, Bangkok",รถรับจ้างทั่วทีปทั่วแดนย้ายบ้านย้ายออฟฟิดปรึกษาได้ค้าบ😊😆😆(ถ้าหยิ่งเกินขออนุญาตบล็อกเดอ) อยากมีเพื่อนเป้นทอม เดียวเลียให้😁😁
63018215,BooK_Ku,backhole2203,1134309234600841216,"อ.โชคชัย, จ.นครราชสีมา",
63018215,BooK_Ku,tnthidet,1430528232118362113,"Si Sa Ket, Thailand",คุยแล้วไม่เย็ด เปลืองเน็ตนะครับ
63018215,BooK_Ku,NKBrankis,1323547028,Phone +66 169 696 7765,"Award Winning Plant-based Donuts. BIG Breakfast Sandwiches. Hot/cold coffees, teas & smoothies. TUK, Foodpanda & Grab. On IG thedonutcafe_cm & on FB. Parking"
63018215,BooK_Ku,angels_9447,1469024226711519236,,
63018215,BooK_Ku,Jibwittaya,1468936842426785794,,
63018215,BooK_Ku,siradanaisopa,1423730556567621635,"Changwat Si Sa Ket, Thailand","นัดคับอยากเย็ดสาวใหญ่คับ,ศรีสะเกษ"
63018215,BooK_Ku,WEEDOG4200,1466435529847803906,,ขาย OGราคาแบ่งกันเสพ🍁 1g 350 ส่ง50 / 3g ขึ้นไปส่งฟรี🍁 DM NOW OR IG: wxxdog_abac
63018215,BooK_Ku,LKCiTkprqUXXcUD,1403939729620434953,,
63018215,BooK_Ku,dneedneednee,1465512607633141763,"จ.นครสวรรค์, ประเทศไทย",
63018215,BooK_Ku,Phachar5,1389775992370040833,,คิดอะไรไม่ออกให้คิดดีไม่รู้จะทำอะไรดีก็ให้ทำดี
63018215,BooK_Ku,PrachaCan,1465176060685737988,,แล้วแต่จะทำ
63018215,BooK_Ku,IhereO38,956766779740602368,,
63018215,BooK_Ku,grumpy0105,1427187439,,"Industrial Engineer CU.
ไม่ชอบผญบ. เบื่อลุงที่สุด เลี้ยงแมวหลง ลูกเมียบอกว่าขี้บ่น เบื่อดราม่า ฟังเพลง Jazz แล้วก็ friendly ทักทายกันได้ครับ"
63018215,BooK_Ku,KarpNoom,1463530896074559500,,5555
63018215,BooK_Ku,Tikkkyy1,1463593435147890690,,
63018215,BooK_Ku,oajarun301233,1439565298269442053,,Fb.มีแต่ใจ คัยจะเอา
63018215,BooK_Ku,BcVAYBWqjFSw71f,1213427411276054528,,ทำงานทีดาวอังคาร์
63018215,BooK_Ku,Muay_jannnnnn,1328211328037646336,,
63018215,BooK_Ku,ffvb64431415,1382322945968664578,,หัวจุยทุกด้อม🫵🏻💍 🖤💗
63018215,BooK_Ku,famig420,1448671448298450949,"กรุงเทพมหานคร, ประเทศไทย",
63018215,BooK_Ku,laem_sa,762949648520654848,,
63018215,BooK_Ku,NQGu2V2DMF3D2L2,1382005475252740097,,
63018215,BooK_Ku,yedteefreewifi,1457467278513999873,"ภูนั่งยอง,มาเด้",ล่าสุดหลุดไปแล้วววววววววว #หาคู่fwb สรุปใครคิดมากว่ะ
63018215,BooK_Ku,0359MinLaen,1457392258349604868,Samut Sakhon Province,ทรงโจร แต่อ่อนโยนนะคะ
63018215,BooK_Ku,papapig888,1459921171080626180,,Papapig
63018215,BooK_Ku,line0929787147,1456745795693076482,จ.ศรีสะเกษ ประเทศไทย,โสดจิง เงี่uนจิง 😊
63018215,BooK_Ku,SmphngsR,1458547021279731719,,
63018215,BooK_Ku,Eing69965545,1458823948787879937,,
63018215,BooK_Ku,Aaa01333699,1256732748074475520,Thailand,
63018215,BooK_Ku,ffgg_msu,877693441,"จ.ร้อยเอ็ด, ประเทศไทย",
63018215,BooK_Ku,SamonrSuanxP,1456961613597007883,,สวัสดี สวัสดี สวัสดี
63018215,BooK_Ku,sukawizzzzzzzz,1418584885019648001,นครลิง,นักเรียนม.ปลายที่อยากนอนวันละ9ชั่วโมง
63018215,BooK_Ku,dekthailand3,1420424976495038470,,
63018215,BooK_Ku,Pinkzaa_Zaa,333261934,งานออกแบบบ้านคือ💙,#YNWA #LFC / Don’t be scared to walk alone 😌 / Love Sport Car / กรรมกรแบกปูน ( สถาปนิกปลอม 🤔 ) / ทาสแมวขั้นสุด! / ไม่ชอบยุ่งเรื่องส่วนตัวใคร 😊
63018215,BooK_Ku,adthaip,1047870506009911296,Thailand,โสด
63018215,BooK_Ku,SMARTIT16,1326766024537018368,"Bangkok, Thailand",ขายอุปกรณ์ไอที
63018215,BooK_Ku,sobthana,62858881,North of Thailand,สามีเต็มเวลาของคุณแม่บ้านลั้นลา @jariya_a ใช้ชีวิตสุขนิยม เป็นนักลงทุนรายละเอียด(เล็กกว่ารายย่อยมากๆ) นิสัยขี้ประชด รักชาติน้อยกว่ารักเพื่อนมนุษย์
63018215,BooK_Ku,MnJ4Gb4X8qepc7e,1158815789610229760,สมุทรปราการ,"ชื่อไทย    วิเชียร
นามสกุลไทย  ช้างแก้ว
เกิดรพ.จุฬาฯ โตใน จ.สป."
63018215,BooK_Ku,SUEBPHONG17,1451155678622482432,,ทำงานในไร่ได้
63018215,BooK_Ku,vHjUP2APoEfecNi,1412322655621971968,,กินแระนอน
63018215,BooK_Ku,mutita_org,44396710,Thailand,ก้าวสู่ยุคสมัยแห่งปัญญา
63018215,BooK_Ku,wat_tu,1363569098,,
63018215,BooK_Ku,index98651241,1179695631108984832,"Trang Province, Thailand","Solo   /, 180 100 28"
63018215,BooK_Ku,FreedomSatob,1203938105012543490,,Thai People Long Live The King 🇹🇭
63018215,BooK_Ku,gannajabee,1451537621310533633,"ราชเทวี, กรุงเทพมหานคร",By. Praneshop สินค้าของเราไม่ขายให้เด็กต่ำกว่า21ปี  ดอกออแกนิก100%ไม่มีสารตกค้าง  สนใจคลิกที่ลิ้งค์ร้านได้เลยครับ ทวิตสำรองของPraneshop นะครับ
63018215,BooK_Ku,fonpannaporn,1444958059302772738,,
63018215,BooK_Ku,TheerahJ,1215617101160837125,"Lam Luk Ka, Thailand","ร้านขนมสไตล์Homemade ใส่ใจในทุกๆขั้นตอน คัดวัตถุดิบอย่างดี
#รีวิวอร่อยติดปากByJuree
/Line 👉 https://t.co/V2iagMW8dV
https://t.co/4IcPMRqzmx"
63018215,BooK_Ku,seandee0254,1250949801429962752,,โสด
63018215,BooK_Ku,littletiggyB,300830536,,
63018215,BooK_Ku,nual_leon,936232151711825923,บางนกแขวก สมุทธสงคราม,contradiction🤢
63018215,BooK_Ku,tinckninck,1379052866208337922,,
63018215,BooK_Ku,sNwvN0YgTdECyR7,1370632497311014912,,
63018215,BooK_Ku,KidNDough,205189458,Thailand,🍩 I’m not a photographer but I just love taking a photograph and share story of happiness to everyone 😊📸🌿 || Thx u for Follow me
63018215,BooK_Ku,G5b1caiNdHjutzT,1447556232512892936,,หนองแค
63018215,BooK_Ku,charyen21,82846269,Thailand,รักเธอนิรันดร์
63018215,BooK_Ku,mcarthur_77,191930359,Peak of Mt.Crypto,"4X yr old, Husband, Father, Engineer, #YNWA, LFC supporter since 1988, Tech, IT, EV, Crypto 'Retweets are not endorsements'"
63018215,BooK_Ku,MateNuban,1446913355474636800,,
63018215,BooK_Ku,DuJ5VQkIRD5H5Xp,1443543014782033926,,
63018215,BooK_Ku,PuPhurinat_47,1446726599236218883,,อยากเจอ ก็ได้เจอ🤯🖖🏻
63018215,BooK_Ku,WRj6nWIpQKbRRGQ,1380563545188798468,,
63018215,BooK_Ku,NVCCjJj7zFbj7ss,1439537822390636547,,🎊สนใจสั่งซื้อDMมาเลยจ้า 🔥เพจfb:บุหรี่นอกราคาถูก ปลีก-ส่งbyKsmoke 🚚ส่งของทุกวัน จ-ศ ส่งเคอรี่ j&t express🚛 บุหรี่เกรดA รับประกันสินค้า เครดิตดีเช็คได้จ้า💯
63018215,BooK_Ku,waikngtime,1418474626418569216,,"การเดินทางคือการเรียนรู้... @cartoon__tb
#เก็บความทรงจำด้วยภาพถ่าย
+_+  ทวิตเก่าบินไปละ  @Waikngtime_tb"
63018215,BooK_Ku,L_Pattanasak,840079762785681408,Amphoe Mueang Udon Thani,ไม่ต้องรู้ได้ป่าว?
63018215,BooK_Ku,new_poin,1442747110957355011,,
63018215,BooK_Ku,bfd214xQxemjvPM,1442670780190380037,,นอน
