username,user_id,counts
jettana_mtnu,1383752724924145668,1
jieunkikkik,4876019569,1
jjaxxxe,4634476015,1
jnc_journalist,1133593810565419008,1
inlovegusu,2849689074,1
jjubjib02,1199455815167397888,1
jjraenn,139122679,1
jjookklong3,1300636290677788673,1
jjjjj0j0,1528042541748469761,1
jjiinnyy7,900255408199049217,1
jjh_blue97,914844713890410501,1
jjbkl5,1316283738272137218,1
intoCHIboy,1200421815291482113,1
inzqxm_,243557930,1
jikchow_kormadi,782591966424936448,1
inzxxe,2701043286,1
io00319617,1486347613444374533,1
jitichai,86968183,1
jingjuyoen,1388442322421964802,1
jimjmjk_sg,1206946620958478337,1
ipark_sw,222495872,1
ipatto,65581828,1
ireadthisfic,1226522070030245889,1
ireallydontmild,2352808080,1
irispt21,1349983867680145410,1
katidena,1566488032152236033,1
ibecnq,266538805,1
ibearryov,964712936282324997,1
kunlong1999,1436949759529422848,1
lily10tober,1116754669177454593,1
lilxxnt,1413316683851210759,1
liltigerch,1187718065942716418,1
highmore123,1179883618790850560,1
lilpeep0074,1232025868131848193,1
lilbornB420,1504387348871921669,1
li0_on,1416932472877588485,1
lerbchubabie,1405203075564859393,1
leminteu,1261156554738294784,1
highorganic,1481911083736907780,1
lekkekp,1298178498855657472,1
highspacestore,1539656638906281984,1
leIeI_S,1687026408,1
ldGOeEyOPUWqRBR,1387831819857403905,1
lathi1326,1271319600991309824,1
hippypeaches,2837092879,1
hisoching,1347196011563741186,1
lalinda_ll,1492516539429388293,1
lalamaboo,4681191818,1
hjjkgnd,1444566558139813888,1
kyungsoo9member,795110564578017280,1
hlxd_nay,1499876235307933696,1
kwwronmr,334644636,1
linlalynn,1319475140028104704,1
lipsmonle,166471752,1
liritsuki,1333312046528565249,1
hdywyc,1486696941895372800,1
looktan1583,1407548382533488642,1
hanjing2526,2684826829,1
happyhigh_herbs,1450201521279307777,1
hara_kase,1378864206930317316,1
loneliness208,529192121,1
lolitascak3,353781773,1
lllllxlllxlllll,3237674928,1
livesrchaos,980978595077107717,1
harrypory,1860164132,1
haveacute09,1564560767491645440,1
littleponyyyyya,1061966630018662401,1
lisvenom,1211770076614938624,1
head_jockaa,86678363,1
headbanger86,69005944,1
helloitsf_,1411317144910848000,1
littlepartyyy,1456183173985955842,1
littlememj,869817020853792769,1
hellosidney13,2281445832,1
hermm1445,2280912361,1
hheymint,170218559,1
hi9k8oct4MKxuRr,1415910819431288832,1
liswagon,786809876286627840,1
kw_shk,1071092101,1
hmajubb,1470996154162683914,1
iamthefirsx,807544977249226752,1
homohm_,2785935510,1
i_poi,332561316,1
kittiphitz,99441090,1
kimtensoo,3114365696,1
kimmiyayeah,1426100047771435013,1
kimbap_01s,1048756666756292609,1
kim_pirimiri,1060817261961740289,1
kikyjubjub,1468458816912060416,1
kikkoythekoy,516774915,1
kidiichii,3237669635,1
khxnrxm,1553089416792403968,1
khowzfang,183603441,1
khem_2004,717682621539442688,1
kfangkyungsoo,2519898950,1
keytawan25,804663562585010177,1
iamasiam14,2896778448,1
iambayyy,2256435096,1
iambolona,2678898229,1
iamnattypyc,1271708959,1
iamoui,37614559,1
kelrier,1559322911223476224,1
keid_hed,1563880103855026176,1
keeteenkeeklad,1464958955415748610,1
kch03484548,1562731378499670022,1
iXXlR0BlYp8jo9o,1314169555392978949,1
iMoku24,1273107070020202502,1
i5tay,1958964890,1
kouheilovebp,1472580339411275777,1
kunlanat_pkp,2383971091,1
kungcatdog,1502581992365314048,1
houseofCNB,1559747799511494656,1
howcuteaff,1394984444482580483,1
kuju_25,4651833560,1
krismela02,1333062394310868993,1
kratin_99,2575208052,1
koweed_credit,1545988904775725056,1
howithnoe,1168998662,1
htf_happiness,866439140035878914,1
huang_huixian,1432229607684538369,1
kkkhawji,1486287479200432135,1
korsbed,1371391442753449994,1
kornzero9,78574251,1
koonyingcupcake,1448526070609702917,1
kookkook_pepo,1244136480915636224,1
konohiroi420,1231818656104869889,1
kohsija,5202411,1
kob4417,2498037522,1
knockknockgap,2333264977,1
i3nana,277614191,1
kkkk234566,1515567448120246274,1
miss_kimpetit,882607838228381697,1
obabaseds,1522361563788701698,1
mixeyexocute,1260198616737570826,1
strawberrylab_,3151576387,1
sweedguy420,1186006615343812608,1
sweedchinz,1551936977448345601,1
sutus_w,2299584456,1
suscp8,859465531627151360,1
surangrada,3308664684,1
suph_choti,1464813972796985350,1
supersuhnic,1225691123244400642,1
supawittre,972753418136698882,1
sungeun_seo,1478901581651210242,1
sunfnxx,1350807382213881857,1
sunday1700,1479628277320847362,1
stupefy_Malfoy,87418197,1
stringerrama8,1565763562630365184,1
stpaccos,2346279451,1
someone33660903,1470291845880057856,1
sthstupidmn,4852218226,1
stephinoey,1317773494390697989,1
starbudsbkk,1563624897737555968,1
ss_JnS,917975317393928193,1
ssMtON9BN74BPht,1441388815361339395,1
srichantip,1566284209123397632,1
sps_ym,918052133097783296,1
spocktr,1364104755946000385,1
spchax,2159932046,1
spcbykjb,842739907021828096,1
space4029,1513453788736106496,1
sooyaaa__pt,1219525678585901056,1
soosoo121231212,767226056210120704,1
swittwinbay,1487889981477580802,1
t0mGCS3idMrq4Vw,1239783363403108352,1
tQm3Xm4x6UwVdCj,1443773952371740677,1
t_ky_T_T,1105148498633121799,1
thepaleblood,3182699407,1
theninetynine9,1550804036521455616,1
thenightmoon___,1095243851424399365,1
thematterco,730332919516958721,1
thegalaxy_j,1551160853096853505,1
theboy_garden,1484792025417678849,1
thebabysky228,992594646,1
the_Coven_666,1551206280504942594,1
thePandazillaa,882183691362906112,1
the8norher,1258004494849171457,1
thatmykittenp,906203126,1
thaitvnews,110596487,1
thaigoldern,1520505796341035010,1
terdtakwong,3157070562,1
tenekonyan,965601997444427776,1
tea_wkr,1498159620526772228,1
tarsaltqw,923926955401011200,1
taohuyiiiii,769926052126654465,1
tanyah2465,1385143465638469632,1
tanuulookma,1330726322172170241,1
tangtung18,1113593244317696001,1
tangiebabybear,247205061,1
tang_prd,924148495375777792,1
taetae_cx,1494189936949723140,1
taesicabd,1476635620957057047,1
taddao26892422,1212602809096392710,1
tach_kh,1550671822215352320,1
somethingcmn,713031453445980160,1
somdetz2537,1464416024061779970,1
thestandardth,834243316233351169,1
sapung3,1399434845420343297,1
sentkcc120,1536645428305068033,1
selling_weed,1554469254992637954,1
seikox28,1517137216262135811,1
seesu3,1060476771181649920,1
seemogang_,1195534212410904577,1
secrets69180607,1524825177883742208,1
sb28171,1083277356209336320,1
saymommyjnk,1076820086617329665,1
saycheesechilly,1386010903364063236,1
satvasii,914074254013980672,1
satoshi_thai1,1382606640323567619,1
satiweedclub,1536448156413534208,1
saraitodkrob,1535993428328128512,1
sanisaananya,1287042483977822209,1
sn_inmymind,875384666,1
samgeeb,1380389285577154565,1
sahaburapa,165003895,1
saelim_phuchit,1539748577567580160,1
runner_rainbow,1233263960788369408,1
rujirawiroj,4307039592,1
rtuba64,1441745979481358336,1
rremrinn,1185563454242877441,1
rraetys,723459599982940160,1
roxcigz,1465042992436187136,1
roseseonyukimin,1447869367710978050,1
rootslegalize,1475291007025442816,1
romarinethym,1524871158776340480,1
rmoekyun,1507180689544052737,1
sepforth,1286721620418019328,1
sept72118405,1565711511800401921,1
sfwbbenz,3013519176,1
shalalalalagirl,1707217986,1
smokingv_,1291963567218950146,1
smokdark42Oo,1542533463571853312,1
sminzindaeyo,2659276369,1
smilekwsr,876763587208806400,1
smile_cannabis,1549256114629292032,1
smerpak_seripap,210820015,1
smarch20,3314808673,1
slothrunn,1973536436,1
slippingaways_,1468280218196398085,1
slim46482906,1210781622074654721,1
slamboto_v2,1506300482192809984,1
skysofar,3185333508,1
sk8therboi,1112692148510441472,1
siwa6682,1473076968585236481,1
sitdh,13375022,1
sirwichbwlei1,1566449843912187905,1
sirnoom,254078413,1
sikhorn,80628081,1
sietfos,1385501416840519680,1
siam_high_weed,1545011902941503488,1
shysyk1,1566493132102938624,1
shucawaii,1344483302887964672,1
shrxxmies,1526991616153489408,1
shoilym_,132943763,1
shitsnp,845630360201285632,1
shinraijinz,770494859585134592,1
sharlisaaa,203443443,1
thepeople_co,1047060569273118720,1
thetc17,1317300090223038464,1
rikakumphol,1245973974393049088,1
wingkrit,1095347772465631233,1
wy33062664,1564555606706380802,1
wwww_86,1287365130141851648,1
ww_anak,1455480368262385664,1
wuwentaoo,1256156099859722247,1
wudthwisarn,2515340564,1
wraithwhitevoid,1056100431439441921,1
wqnkr,1405702058154418177,1
workhardss,1225130498470506496,1
worasitchaochep,923862633396125696,1
wonschaf,349564265,1
woetomee,4733217962,1
witaya03883793,1566314942541705217,1
winnytheshuu,1526678723889508354,1
wine_wind28,1164063403565965312,1
waningcrescentv,3176654486,1
whyiamfly,2168335226,1
whowantsomeweed,1563763810582020096,1
whistlemercy,925037861858000898,1
wh4tymatter,1565399341405446144,1
wenzde_,1610831383,1
wegoneintheend,1501918590882414595,1
weeeeePP6D,1393788854168002563,1
weeder1988,1548943726893883392,1
webballstep12,1554807255530614784,1
we1r9,1208001585776717826,1
wawawa_wow9999,1563845264699719681,1
waterbeebeebee,934645506281578497,1
wanwa95,1491141676492275715,1
xabudab20515113,1540162314862596097,1
xiaoxiaobabuild,1517956137521344512,1
xmBSQnKu89zXaOV,1442040554716495873,1
xnuraks_raks,1501345839335108618,1
yuyjungxRJ,1311620046364405760,1
yuw2559,795910993935155200,1
yunocrispypork,951378352488595456,1
yulyunieiei,939113378458435584,1
youyou_1004,1652210646,1
yourmorningjs13,1068110968306028544,1
yourminennn,1464518696345477123,1
youngweed4two0,1202641183798751232,1
youngboywin1,1551405383347974144,1
youmy_0711,1308710117244727296,1
yokiyovy,154491595,1
yodyedddddddd,1473627059687542784,1
yet_heestd,1389664841674096643,1
yes_i_am_reform,2422675082,1
yeongwon_JNP,1564491898626011136,1
yeeha2030,1010503751218520071,1
yedgun420,1163155129819774976,1
yamyummy,100221994,1
yakinikulovers_,3432155179,1
yahyaxongge,1249908504413868033,1
xz1005wz1122,1292600720307322880,1
xykrhthk1,1566338166713245696,1
xx26junexx,2367155858,1
xsito1,1285135316349644800,1
xphiwathnrxdkh1,1542660621228838912,1
xostep801me,2439034674,1
xokjybs,122037698,1
wannggjinn852,4351323434,1
wangdidi1998,1490849549987893248,1
thirdofaugustt,1469969149598130180,1
tobepharm,807200567890092033,1
ttennypplxss10_,3238450225,1
tt_ngbt,1516399432249778178,1
tsuyuxwarehouse,1463219242250096640,1
trippin_xca,1541271494772199424,1
treeserver,64126782,1
topmeuu,1532995047683022850,1
toooooooothache,703457838350204929,1
tonxxxn,1261866757570125825,1
tononphukbung,1043858742670815233,1
tongtar888,1550376369263038465,1
tomz_tk,1960881306,1
tomoyamomo,202140077,1
tommydenver1707,1712254074,1
tnpxxq,1166370711230767105,1
wananichcha,744212796099813376,1
tnklsw,1344301386,1
tn_kai,3162699888,1
tmz126227,927720840975630336,1
tlosorock,1564243338563559429,1
tinytoeyy,204229579,1
tinxy270391001,1555093368891670528,1
timemie1324,1550526326410424327,1
thxintoxicated,1343738689717846016,1
threestarman,958355935457497093,1
thongsa71637431,1397535989724155908,1
thisiswunwan,2365581612,1
thisissinee,1659155574,1
this_apple528Hz,1418613322266546176,1
tthldfev,856549812572794880,1
tthyddd,1567830643,1
ttipfi,1094027033749798912,1
ttjustforluck,98112901,1
wafu_daisuki,1363976004,1
w_yibokekeaiai,1157671008444096512,1
wZ1swOX2UaiNEeb,1425281670190571525,1
vvin_w,1132899563730219009,1
vopezc,1552325558100316161,1
vk124421,1486913862633144321,1
vihoknews,214432577,1
variancexhere,1355526771559473156,1
vapemedscat,1386727168227434506,1
vantaonthedeck,1435873331010441216,1
valtavarosen,1445794609569812482,1
vachaiyong,1522298097543512066,1
v3WOV0ActLcnRWZ,1425704444663009289,1
uyu_minji,2174133708,1
usernameiswtf,873720800884305921,1
urdearestgirl,1439863168151416838,1
uptomejaaa,968185108933967872,1
updatefarmnews,1269802118686236673,1
untitledfial_01,721670143172956161,1
unnamedgirls,1272582698,1
unluckygirlmemo,1240695384021721089,1
unffcy,2481029791,1
ufo4200x,1518688267348377600,1
ucaluki,1366458031400046592,1
tw0day,1386028285713285122,1
tuckke_tuckke,1241556597685366786,1
ttnngx,411495431,1
rinomaz_,3024040423,1
richghost478,1498642466274439169,1
mixsportnews,1446109032356278286,1
newsplusTH,99864807,1
nongjaireal,1157947344169472003,1
nong_god,327706516,1
noinair_,932479483612770304,1
noeymiemint,1434540807113961474,1
nochugarune,1409954546885955589,1
no_title_n,738790480100491264,1
nnthwathnphyak1,1549431489066020864,1
nnthotnews,226814537,1
nnan_tc,601894514,1
ningrai,1510281186,1
nineteensup,1564543480818728960,1
niceclub_film,291468449,1
newtv_18,2226851126,1
newmalakai,1495086247823683585,1
napaporn1565,870145424077635584,1
nevermoreXlll,1438993565774860288,1
neunnjaIpRid8Ui,1420600232815955971,1
nesta_arty,857300165392121856,1
nenerty,835318063687880705,1
neneneneneneon_,173248515,1
nefj94,1574307644,1
ncrqs,1237050716033675264,1
ncrb7462,1149549003786166272,1
nbac,29918797,1
nawnewhoon,1376660919263010816,1
natthida2222,1454274844325863424,1
natt_createteam,884977376995794944,1
narmmann,837714595724697600,1
nongnong2213,1534414353541128192,1
nongoven20,1557558615824748544,1
nongtenonlyone,1492890554157645824,1
noonee1046,838044316777918469,1
ohrliz94,768408619851190273,1
ogweedveew,1566796466370203649,1
ogcannabis2895,1536361392193671168,1
og_bomba,1556143532213420035,1
oeTheHooman1,71064121,1
odorofsadness,2996124434,1
flower_area1,1545999796669796352,1
oasinus,97379164,1
oOgf77RY82MzIU5,1412205784927129600,1
o3TMXw6iUwMQsb7,1436596545248378881,1
nypk24429,837579211443314688,1
nxtyr,1021875142287273984,1
nwesvis,297889210,1
nuu_naiyanate,1534891001890086914,1
nuttyp462,1649342581,1
nutthaphat2496,4646108060,1
nurs3yyq,1400026135547629574,1
nujeab_taetae,1291666447517720578,1
nuiizz1987,2344726291,1
nuengpimol,1027376474532139009,1
nuchkaaaa,1042193936,1
nu_naamfon,483471792,1
nsuadana,2918218064,1
nrspcpttx,939467203161743362,1
nottyhero,113022944,1
nothingcanthurt,807006948860182529,1
norphor_ps,1112702867620532224,1
naphat_thain,1480214851511205891,1
nanon_199,1261634619499114497,1
omimatsun,1234086649,1
monymocha,1496935658187014144,1
mszxpjy,1012956150457774080,1
mrl0z___,1474216271558287364,1
mrj62161098,1391050305006186500,1
mrggaebsong,1828872859,1
mqiex,248124534,1
motorwars,75972047,1
moshigodwtm,1500523410635452417,1
morloreiei,1305488544463421440,1
mooprd,2960942455,1
moopee100,1542751347123990528,1
moontosungc,1566406596657573890,1
moonbackk,425466339,1
mookmixsth,1301190775317778433,1
monnaza420,1478124432837136384,1
nannnn57910589,1540117244906446848,1
mondaysyellowow,1502992249403363338,1
mondae10th,1097853465714352128,1
momoyayaa,153690517,1
mochi_tong,534520805,1
mobile645,1412233147161276417,1
moZ7nUqe2lcXKeP,1186658185190313984,1
mnyaoprpayi,1186881061155852288,1
mmpopaix,1532151801604341760,1
mmmrnn_,1221466901311737856,1
mmllcute,1472589169100673024,1
mmcyp_,740019518961897472,1
mm_tiger,198394081,1
mm_nitt,135572929,1
mtchx3270,1949429659,1
mtnnn_0493,988554330897768448,1
mtothe_n,4716849481,1
muayhung21,1241615826735652866,1
nana2950,1263805517555568641,1
namtan3713,854530716083798016,1
nampunch2601,1382981333861818369,1
nammolnpk,1249288141824872448,1
namijaeiei,1181875846102994945,1
namepisitpon,861556481841283072,1
nakorn_mukura,1442774218316210178,1
naioheemak,1248282510544351233,1
nahkabor,1564277272764624896,1
naanusaraporn,2463005816,1
myrunlody,1173626030910664704,1
myparentslikeU,967802687986089984,1
mynajm1308_,1345760777072857088,1
mymoonbear_,824972683230146560,1
mylifeisloveme,1494827352421179392,1
mykimran,1253526803169198080,1
myfrnd_,2163740659,1
mybabytenten,1035758959297085440,1
mxxxmixn,1286880696439455751,1
mxrmhx9,1201196101069443077,1
mxmapril,1536692689,1
mx7mbbcha,1365547849274982405,1
mwmvprt,817410378338476032,1
musicforyouuu__,1508672697039224834,1
mumumiminnn,962566526501990400,1
mumiild,96560675,1
mukda1729,2190282308,1
oilnagatojej,630312441,1
onceSiva,1062915949995581440,1
rhm_arzolf,1222541133902831617,1
ppippiiip,1564906630810320897,1
princebyprince_,1294120413182615558,1
primaveradai,1432698943926853632,1
prichaphon,865423386,1
prettywweirdo,1344635821672943621,1
praybau,3947382133,1
pratiwatTabsak1,1467696016837070851,1
prathan48,887052374,1
praithongg,1124383986183069696,1
prachatai,15016766,1
prabdayoon,842671126576840704,1
pr_dop,1528949364403875840,1
pppnipatt7,1346862303522656259,1
pppatch78,756173842607804417,1
ppeepmoomin,1420240363571187712,1
pjcoolz1,1190238744395206656,1
ppaee04,1111897495,1
potylone,1321724083067744256,1
posssibilities,17966750,1
portraitkwan,84841996,1
porntip230455,1469537633718079488,1
poochai54077032,1561700855400652800,1
pongsatorn420,1479301818857361410,1
poixianh,1334884389616898048,1
poger_k,2335126958,1
pnnxnp,1242443732604948481,1
plsiwyd,1513165159233036290,1
ployvong,1088256941925650432,1
plengsakun_,318957855,1
prixcq,3095775990,1
prpattaya,271249746,1
prpueo,932197761365061632,1
prsabtfi3,428222100,1
rerekaoneow,1107237442812145666,1
reno____o,287629297,1
renbiicheeks,1327599142508531712,1
referfern,1059599378,1
reeeewind,99266150,1
realpumkinisme,857443330581422080,1
realllmxx,940344736899989504,1
reall_srn,179039676,1
realbeer_,1407394812693684226,1
realJai_JNP,1522844257656082432,1
rbstudentclub65,1500297144099504130,1
ratchanonzy,2253341887,1
rasta4299,1170985962022719489,1
rasawangars_g7,943069809830281218,1
rakthai477,3309484274,1
rainoftheyear,723444502153695232,1
raina86295787,1241915663716777984,1
raidraper1r,1000728940216926208,1
rMJTeS7IgW5ccL9,1420580280012660738,1
qtsmmx,1464197765077123073,1
qinqinjuseyo,854534253664550913,1
q385pd,399852245,1
pw_fanta,1228915711377989632,1
pusterme,1213470806270824448,1
pupakkoko,1003910581290614784,1
pu2i2381,243593676,1
prytleee,91313975,1
plabo223,1162778477679931392,1
piyawit_wit,982239058804879360,1
onceaborkhor,1480165303824703490,1
p_ttn,198382561,1
pcb_mob,1565301183899926529,1
pb_recon,1490255431746220033,1
pattime_v14,4449519198,1
patin30727503,1087682114408013827,1
patcharliehotm2,979327178792816640,1
patcharaemmy2,1550154672660697088,1
pasii_sx,904695108297154561,1
partytae_,1054941975693033472,1
parkj25,1101954020330004480,1
paopeipp,919823385403650050,1
pantanyaluck,1322876759608487941,1
pangxxn3,806203084300894208,1
pakchong_s,1232593133294120960,1
p_miinhee,1352970069723111424,1
piyatidapn,1177917838046068736,1
pL3PKin942cE2nR,1440417375854071809,1
ozkis420,1423352131424116737,1
ourbelovedB,1116692343552233475,1
osixmxyyyyyy,306714046,1
orxgne,1334843250096553990,1
orwjk,1387006629216808963,1
ooooohanya,2656954238,1
oom13_2,4080789260,1
onyours__ung,1411887981602885634,1
onyourppml,1070340175429914624,1
onyourna_win,1354463040217862144,1
onyour__1001,1365502404993507330,1
onenews31,2678896735,1
pch23krob,502696769,1
pchppchd,3179007666,1
pearniechae,703250959200194560,1
pearzz707,74746010,1
pis_tan,159586594,1
pinkkimberry,1343060096348090374,1
pilthedays_,1016644100299239424,1
pijinhyung,1232696805839654913,1
pihmn16,4173638533,1
pickicmunek,1411216807881437187,1
phoomjiina,488445978,1
phonthepthongl1,4666361540,1
phnuwath,1893549896,1
phithak1246,1454988024157069312,1
phikkibubu7,1539219792791343104,1
phichai90060158,1481480619469459462,1
pheriyw19,1529709360414609409,1
phattawaxn_,1422179998299951109,1
phatphs,3072538243,1
phantirapp,484831016,1
phaihon,1384466613127106562,1
phabetdahouse,783558139073339392,1
pewdx2,1259121934115254272,1
petxnque_,126891650,1
peter_yhang,1560547758494609411,1
perfect10lee,1135758739338776578,1
pepijin_922,924145905493667840,1
peonyerims,1518134149176983553,1
penovxng,3854499913,1
penjangdainorsu,1481177854000119809,1
peetongnarak,1531812549804453889,1
fluk9736,65353690,1
00002_14,1483092059305439232,1
flow3r9i,729893913985585152,1
Khunmoo19,1256115073698811904,1
KhleunFlower,1567241172866990080,1
KhaosodOnline,266946216,1
Kentuck82853255,1253991182746521601,1
KasineeHemsang,888571258484408322,1
Karn3Soc,1722423086,1
Kantichalala,338819036,1
Kansalee24,953659358927208449,1
KanchaKhonkaen,1542043390535413760,1
KanTee03683074,1087477045964111872,1
KanChaAmnat,1562609337381445639,1
Kampana77777,1535610173372239877,1
K_R_N_A,1155033441278185472,1
KWzzzzz,840165298233794564,1
KRedeye99,1169753493982179329,1
KRUAdotCO,953198063505428480,1
KQ1WY,1448485866247057408,1
KNW4200,1559510049231212544,1
KLs9fA1eVXF49Pv,1457506146617413636,1
KLJH_101,844734659854426112,1
KK_Goth_,4902411494,1
KHipFiles,1549275765174243330,1
KHUNLOOKMEe,122111180,1
KER_PHUPHA,1564992989042130944,1
KCannabis8,1499457159507365891,1
K6JUwYVc3yh3Pbp,1423574945481650182,1
K0YANSKAYA,1467386367093063681,1
JustJJasmin,2432462551,1
JusT_2_AwaY,1713254622,1
Jummajum1,1131153821885816832,1
Khunm_mm,1464459345933053953,1
KidWaReview,1440868002967085063,1
PEOPLESOLID,1429005234269941765,1
Kissjinyoung,1008039182428602368,1
Lemonouss,131455066,1
Lek09821339,1053316951848640512,1
LebrancCon,942369005574152192,1
Lathittaa,1523272053822193666,1
LarkwellVispy,2995257764,1
LakiLz,17535520,1
LPManifesto,954767325311287296,1
LLouie83,1007034363127595009,1
LISA_0327P,1002953165069676544,1
LGs1Wn1GMOksnxQ,1262750842622341127,1
KunStark7,2422018382,1
KuAon99,1374111309957009410,1
Ksuyoon_,920674752213131265,1
KruJaFADDD,1157850474436894720,1
KritsadaA16,1536375111489507328,1
KrapalmPRNews,299736259,1
Kranitta_Ning,712913386049245184,1
Koy931,763579997168635906,1
KoolNop,1424295819801362433,1
Kookkook0909,1083423622549520385,1
Kongpenmeaw,857179030876860416,1
Kom_chad_luek,24871506,1
Koikoi33041098,1318430145984688128,1
Koaon_amsone,406840594,1
KlxmRucira,1544542158757466112,1
Klinhom_n,306182917,1
Kitty04628372,1200733616952623109,1
Kitkatzpp,2681469565,1
Kitigun5,1255858720002543617,1
Johncubota,1543590458,1
JirapatJRP3,1493364603765784578,1
JillJinMoo,164076169,1
Jidalee4,1537690903699070977,1
ITSBLXTHE,1125405661901115392,1
IQ56039148,1395351158135218179,1
IPopeyeI_,1565421831720280064,1
INNNEWS,47619730,1
ILYH5B2,1524415588793126913,1
IIMMIYO_JeonK,1033022994224803843,1
IHereTo24134500,1322545877580345380,1
IBGDTOP8788,1388360551273619462,1
HwanSph,1552844505308856320,1
Hunny0325,1514821905806934018,1
Hun_Lu204,767006289893335041,1
Honeycofffee,1512407694954557445,1
Holga_VVC,1565930664284721153,1
HighVoltageEng,898372181310058496,1
HealingShelterz,1597683108,1
Hasuta_Hot,265217114,1
Harumori__,1252188959880273920,1
Harleyguinn1987,1520760539219369985,1
HarincinKs1,1530222128275918850,1
Hargao221,1484913703829278724,1
HappyWe41034518,1480794141286014977,1
HamuMinT,61515086,1
Hakiyoshi2,1366354507437731841,1
HYUN_P1004,960533044875505664,1
HS2_QRK5_s9,597129119,1
HIKRUBKHUN,1098792162668437504,1
HHmU1,398455891,1
HHHHHHHHH086,1283753719029325825,1
H11Happy11,856337333309685760,1
IUgetq,1488286664615424002,1
IYamphung,1497197138102550528,1
I_amnatta,1475359583191191554,1
JJDNfc,1949379529,1
JezusHashSoOP,290951559,1
JessKaew,2852208109,1
Jeehoy09431943,1484168756851253248,1
JeJeeNzZ_snw,548349501,1
Jazzliner,81524780,1
JaruWan84587463,1233984784348565504,1
Jao_PS1998,585463337,1
JaniyaGreenfel1,1554656547472547840,1
Janetta_GI,1532612396568674306,1
Jane_ZenZo,103748154,1
JOHNS_BADDOG13,1490907196745392131,1
JKN18news,1271338114787577856,1
JJDaytoy,1233697205208285184,1
JIRAWISIT,873183723914534912,1
IamYourMiLo,1126112214421606400,1
JDP_JidaaTK_,201314451,1
J14kids,4009770858,1
Itsursus,3304775600,1
IsJaeha,1281396299024052224,1
Irisinthevalley,553255382,1
IrineSama,975280780669632513,1
Inthemiddleoft9,1543902529121320960,1
InkSpirit7,70952406,1
IngingIngfa98,1515511513439928320,1
Inershro,1509100081999351810,1
IndigoDevil1,957297204334551040,1
Ill1IIIlllIII11,1029630998932148224,1
Ihateallvegiies,782576187872686080,1
Leonado58860404,1385522355791831041,1
LetMeFatInPeace,2827224253,1
Liliparklilin,3376617492,1
N38450,1460377536534171651,1
NightRiderBKK,1564497733922467841,1
NightChaba,2224881792,1
Nickyplayboy69,1096981782619017216,1
NeyVanessa_,1162401681629306880,1
Newton_R1301,2864345913,1
New_2401,733866878242672641,1
NewBB65674825,1359388000170377220,1
NettiZa,204298436,1
Neonny_Aloha,759178406,1
Naturalskinnnn,1380789764622741506,1
Natthanan13931,1281502866176262144,1
Natthakul09,997327911001583616,1
Nattha_501,527120199,1
Natt_Jiratti,552890122,1
NationTV22,50916567,1
NarubesSongkram,1547945656731697157,1
NarongAccord,1497060140708958213,1
NannieVanilla,357986904,1
Namtoei34652398,1542210808377008133,1
Najwitzchild,1432112644744368128,1
Naivenotreally,1080959654610366464,1
NackWatcharano1,1543235645669507074,1
Nabiismebabe,1531241549392007168,1
NaNcRaZy,60949449,1
N_Bpna,189798648,1
NM_Tao68,2955478650,1
NIARCH8,1563488655955464192,1
NARISXJN,1548632065930711042,1
NAMZICO98,1013441360,1
NimitWhoa,353007865,1
Nimtan_14998,1291440302956281856,1
NineDargon,1334128705476575234,1
OctraBond,37223078,1
PBBK_luv,1270386370377248771,1
P1ckyzz,23788740,1
P119y_XD,1453260720011980809,1
P0h2S3TT70VFoMw,1221033731248443392,1
Oxygen_totz,103560431,1
OrderHigh1,1561256183935012866,1
Onlymouymay,755228441838886913,1
One1n,388718162,1
OhseMangnee,858538965023858688,1
OfficeM52690987,1166651356083474432,1
Offchainon,65871931,1
Ofartistic_,1958712307,1
OdzGug,1363461149405011968,1
October_Face,636193366,1
Noeyny_pepo,385938525,1
Oatoatsexy,1561014579874115584,1
Oasisl08,2568023809,1
Oasis8889M,1562722720097325057,1
OG_Chaingrai,1411828465,1
OGTIME01,1534738720464588800,1
OGOG420AK,1554126957029167104,1
OGHaHaOganic,1539246967892877314,1
OGCannabis6,1539576019727699969,1
OCTAXJAYMILE,1546121223486070784,1
Nxmmhyun,3192030708,1
NurzeYoung,73402086,1
NowsnyATS,770643519497121792,1
Nook03714420,1071349699603386368,1
NAKE19999,1536443638229905408,1
My_Boy_is_BTS,847441578176032772,1
Littelbrother2,1381760090827464705,1
MyFantazy,1247202685280899073,1
Manunphat1,1016682852220407809,1
MakanchaoS,1563937638629150720,1
MaiiMmu,1527345359055626242,1
Magicclays,871898952127225856,1
MagaTrony,138356573,1
Maew_Som,788687163508391936,1
Maekaijae28,1313726170538500096,1
Madeemajer,2357612526,1
M_moomoomin_M,842848669271384064,1
M_mamha,1008821004,1
MPhaladee,3256797794,1
MP_onthesofa,163043044,1
MINIEBAEK,2778429266,1
MGamGulf,282039121,1
MFPPathumthani,1555532793039310849,1
MBeastneety,432574282,1
Luciaqxm_,1565171500986277888,1
LoveGun68408096,1185088435238797315,1
Lotuskung,167807154,1
LooknuNie,433538905,1
Lookatmymoo,1551418300998963201,1
Loedere,420490529,1
Littlenoto1,1445734404291055626,1
LittleheartStu3,1516644845162725377,1
LittledevilXxx,855734208,1
Little_Donut,232501079,1
LittleRactle,857952030,1
LittleKwangdeer,786219683686952960,1
